ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos.1,Tipo de pagamento,Receita mensal,Receita total,Churn,mes_churn
3789,Pequena empresa,2018,Sim,até 5 funcionários,54,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,109.75,6110.2,Sim,04/2025
3756,Pequena empresa,2020,Não,até 5 funcionários,4,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,76.05,318.9,Sim,04/2025
6545,Micro empresa,2010,Não,até 5 funcionários,42,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,104.75,4323.45,Sim,04/2025
5352,Micro empresa,2019,Não,até 5 funcionários,12,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - mês a mês,95.5,1115.15,Sim,04/2025
655,Micro empresa,2014,Não,até 5 funcionários,8,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,19.65,164.3,Sim,04/2025
2776,Pequena empresa,2008,Sim,até 5 funcionários,53,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Boleto - pagamento único,60.05,3229.65,Sim,04/2025
1112,Micro empresa,2019,Não,até 5 funcionários,4,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,94.4,387.2,Sim,04/2025
6425,Micro empresa,2020,Sim,até 5 funcionários,72,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,54.2,3937.45,Sim,04/2025
6704,Micro empresa,2020,Não,até 5 funcionários,2,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,45.25,85.5,Sim,04/2025
3412,Pequena empresa,2010,Sim,até 5 funcionários,53,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,101.9,5549.4,Sim,04/2025
2991,Pequena empresa,2021,Não,até 5 funcionários,10,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,33.9,298.45,Sim,04/2025
1328,Pequena empresa,2016,Sim,até 5 funcionários,59,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,99.5,5961.1,Sim,04/2025
2162,Micro empresa,2018,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,75.8,160.75,Sim,04/2025
5424,Pequena empresa,2017,Não,até 5 funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,80.85,1008.7,Sim,04/2025
6635,Micro empresa,2017,Sim,6 ou mais funcionários,10,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,102.1,1068.85,Sim,04/2025
5330,Micro empresa,2020,Sim,até 5 funcionários,25,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,34.0,853.0,Sim,04/2025
5644,Pequena empresa,2017,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,75.9,75.9,Sim,04/2025
4685,Pequena empresa,2017,Não,até 5 funcionários,69,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,104.05,7262.0,Sim,04/2025
3429,Pequena empresa,2005,Sim,até 5 funcionários,51,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,93.8,4750.95,Sim,04/2025
1748,Micro empresa,2016,Sim,6 ou mais funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,84.75,264.85,Sim,04/2025
1422,Pequena empresa,2015,Não,até 5 funcionários,9,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,84.4,732.5,Sim,04/2025
1269,Pequena empresa,2016,Sim,até 5 funcionários,59,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,110.15,6448.05,Sim,04/2025
6564,Pequena empresa,2017,Sim,6 ou mais funcionários,15,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,74.9,1107.25,Sim,04/2025
6224,Micro empresa,2016,Sim,6 ou mais funcionários,7,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,69.0,506.9,Sim,04/2025
5208,Micro empresa,2013,Sim,até 5 funcionários,24,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,40.65,933.3,Sim,04/2025
3116,Micro empresa,2021,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,84.45,1058.6,Sim,04/2025
4827,Micro empresa,2007,Não,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,105.5,829.55,Sim,04/2025
3363,Micro empresa,2018,Não,até 5 funcionários,1,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,54.9,54.9,Sim,04/2025
6550,Micro empresa,2020,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,56.25,56.25,Sim,04/2025
4089,Pequena empresa,2017,Não,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,73.6,520.0,Sim,04/2025
6814,Micro empresa,2019,Sim,até 5 funcionários,64,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Boleto - pagamento único,47.85,3147.5,Sim,04/2025
3992,Micro empresa,2020,Não,até 5 funcionários,4,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,93.5,362.2,Sim,04/2025
1252,Micro empresa,2017,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,75.8,75.8,Sim,04/2025
3551,Pequena empresa,2017,Não,até 5 funcionários,32,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,96.2,3183.4,Sim,04/2025
1224,Micro empresa,2016,Não,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,75.9,143.35,Sim,04/2025
5457,Micro empresa,2021,Não,até 5 funcionários,13,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,31.05,347.25,Sim,04/2025
6862,Micro empresa,2021,Sim,6 ou mais funcionários,14,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,91.65,1301.0,Sim,04/2025
6152,Micro empresa,2020,Não,até 5 funcionários,9,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,71.0,672.55,Sim,04/2025
667,Micro empresa,2020,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,69.65,145.15,Sim,04/2025
39,Pequena empresa,2018,Não,até 5 funcionários,34,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,106.35,3549.25,Sim,04/2025
678,Micro empresa,2018,Não,até 5 funcionários,2,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,34.7,62.25,Sim,04/2025
2493,Pequena empresa,2019,Sim,até 5 funcionários,13,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,54.45,706.85,Sim,04/2025
1009,Pequena empresa,2019,Sim,6 ou mais funcionários,32,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,99.55,3204.65,Sim,04/2025
6170,Micro empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,44.9,44.9,Sim,04/2025
5006,Micro empresa,2017,Sim,até 5 funcionários,39,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,104.7,4134.85,Sim,04/2025
2590,Pequena empresa,2001,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,76.05,231.8,Sim,04/2025
1007,Micro empresa,2016,Não,até 5 funcionários,18,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,90.1,1612.75,Sim,04/2025
3242,Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,20.1,20.1,Sim,04/2025
6291,Micro empresa,2017,Sim,até 5 funcionários,71,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,93.7,6585.35,Sim,04/2025
545,Pequena empresa,2020,Não,até 5 funcionários,13,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,45.55,597.0,Sim,04/2025
6508,Micro empresa,2020,Sim,6 ou mais funcionários,58,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,93.4,5435.6,Sim,04/2025
2071,Micro empresa,2018,Não,até 5 funcionários,49,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,59.75,2934.3,Sim,04/2025
6538,Pequena empresa,2021,Sim,até 5 funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,115.65,7968.85,Sim,04/2025
6973,Micro empresa,2009,Não,até 5 funcionários,56,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,111.95,6418.9,Sim,04/2025
4720,Pequena empresa,2016,Não,até 5 funcionários,36,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,84.9,3067.2,Sim,04/2025
6167,Micro empresa,2020,Sim,6 ou mais funcionários,31,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,104.2,3243.45,Sim,04/2025
2097,Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,19.3,19.3,Sim,04/2025
547,Pequena empresa,2019,Sim,6 ou mais funcionários,39,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,86.3,3266.0,Sim,04/2025
6156,Pequena empresa,2019,Sim,até 5 funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,19.35,126.05,Sim,04/2025
2009,Micro empresa,2016,Não,6 ou mais funcionários,4,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,87.1,341.45,Sim,04/2025
883,Micro empresa,2018,Não,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,83.9,497.55,Sim,04/2025
2771,Pequena empresa,2017,Sim,6 ou mais funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,92.55,1515.1,Sim,04/2025
3020,Micro empresa,2017,Sim,6 ou mais funcionários,22,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,55.15,1206.05,Sim,04/2025
6090,Micro empresa,2012,Sim,até 5 funcionários,1,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,90.6,90.6,Sim,04/2025
3683,Pequena empresa,2017,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,69.1,69.1,Sim,04/2025
1559,Micro empresa,2018,Não,até 5 funcionários,16,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,95.6,1555.65,Sim,04/2025
1245,Micro empresa,2017,Não,até 5 funcionários,15,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - pagamento único,19.4,289.3,Sim,04/2025
3906,Micro empresa,2018,Não,até 5 funcionários,3,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,35.2,108.95,Sim,04/2025
1150,Pequena empresa,2019,Sim,6 ou mais funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,96.65,1162.85,Sim,04/2025
4503,Pequena empresa,2020,Não,até 5 funcionários,55,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,96.8,5283.95,Sim,04/2025
4060,Micro empresa,2020,Sim,6 ou mais funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,65.7,134.35,Sim,04/2025
5510,Micro empresa,2021,Não,6 ou mais funcionários,5,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,46.0,221.7,Sim,04/2025
6553,Micro empresa,2008,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,79.75,159.4,Sim,04/2025
2741,Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,44.4,44.4,Sim,04/2025
4786,Pequena empresa,2018,Não,até 5 funcionários,18,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,80.65,1451.9,Sim,04/2025
780,Pequena empresa,2017,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,45.35,89.5,Sim,04/2025
1665,Micro empresa,2017,Não,até 5 funcionários,46,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,96.05,4399.5,Sim,04/2025
2168,Pequena empresa,2005,Sim,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,95.25,1233.65,Sim,04/2025
1928,Pequena empresa,2019,Sim,6 ou mais funcionários,47,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,107.35,5118.95,Sim,04/2025
2291,Micro empresa,2016,Sim,até 5 funcionários,13,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,48.75,633.4,Sim,04/2025
5184,Micro empresa,2007,Sim,6 ou mais funcionários,34,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,79.6,2718.3,Sim,04/2025
4147,Pequena empresa,2019,Sim,até 5 funcionários,35,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,75.2,2576.2,Sim,04/2025
6323,Micro empresa,2017,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,79.0,303.15,Sim,04/2025
3247,Pequena empresa,2020,Não,até 5 funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,55.15,159.15,Sim,04/2025
9,Micro empresa,2016,Sim,até 5 funcionários,28,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,104.8,3046.05,Sim,04/2025
5361,Pequena empresa,2018,Sim,6 ou mais funcionários,5,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,84.5,453.75,Sim,04/2025
5751,Micro empresa,2012,Sim,até 5 funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,70.15,916.75,Sim,04/2025
1791,Micro empresa,2020,Não,até 5 funcionários,12,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,78.1,947.3,Sim,04/2025
1233,Pequena empresa,2018,Sim,6 ou mais funcionários,34,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,78.3,2564.3,Sim,04/2025
19,Micro empresa,2017,Sim,6 ou mais funcionários,10,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,55.2,528.35,Sim,04/2025
877,Micro empresa,2021,Não,até 5 funcionários,15,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,105.1,1582.75,Sim,04/2025
2062,Pequena empresa,2020,Sim,6 ou mais funcionários,7,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,48.7,340.25,Sim,04/2025
899,Micro empresa,2016,Não,até 5 funcionários,12,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,98.9,1120.95,Sim,04/2025
169,Pequena empresa,2014,Sim,até 5 funcionários,58,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,45.3,2651.2,Sim,04/2025
2040,Pequena empresa,2020,Não,até 5 funcionários,22,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,79.35,1730.35,Sim,04/2025
965,Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,45.7,45.7,Sim,04/2025
5610,Pequena empresa,2019,Sim,até 5 funcionários,29,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,80.15,2265.25,Sim,04/2025
535,Micro empresa,2017,Não,até 5 funcionários,1,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,85.0,85.0,Sim,04/2025
4260,Micro empresa,2018,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,19.6,59.75,Sim,04/2025
6208,Pequena empresa,2009,Não,até 5 funcionários,46,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,85.0,3969.4,Sim,04/2025
5592,Pequena empresa,2018,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,88.45,370.65,Sim,04/2025
3468,Pequena empresa,2005,Não,até 5 funcionários,5,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,91.4,449.75,Sim,04/2025
3159,Pequena empresa,2021,Sim,até 5 funcionários,18,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,49.55,878.35,Sim,04/2025
1695,Micro empresa,2016,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,34.7,34.7,Sim,04/2025
3230,Micro empresa,2016,Não,até 5 funcionários,12,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,94.2,1046.1,Sim,04/2025
5092,Pequena empresa,2019,Não,até 5 funcionários,6,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,30.5,208.7,Sim,04/2025
5044,Pequena empresa,2014,Não,até 5 funcionários,19,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,90.6,1660.0,Sim,04/2025
4674,Micro empresa,2002,Não,até 5 funcionários,25,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,102.8,2660.2,Sim,04/2025
6480,Micro empresa,2021,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,55.0,55.0,Sim,04/2025
